,color_tags
36555,"['Black', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Silver', 'Yellow']"
36556,"['Blue', 'Brown', 'Gold', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'White']"
36557,"['Beige', 'Brown', 'Green', 'Grey', 'Khaki', 'Orange', 'Purple', 'Silver']"
36558,"['Blue', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36559,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
36560,"['Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36561,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Transparent']"
36562,"['Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36563,"['Beige', 'Green', 'Grey', 'Orange', 'Purple', 'Red']"
36564,"['Brown', 'Khaki', 'Pink', 'Red', 'Silver', 'Yellow']"
36565,"['Beige', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Purple', 'Silver', 'Yellow']"
36566,"['Khaki', 'Pink', 'Red', 'Silver', 'Transparent']"
36567,"['Beige', 'Blue', 'Brown', 'Green', 'Khaki', 'Orange', 'Red']"
36568,"['Blue', 'Gold', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'White']"
36569,"['Blue', 'Burgundy', 'Silver', 'White', 'Yellow']"
36570,"['Beige', 'Black', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Transparent']"
36571,"['Black', 'Brown', 'Burgundy', 'Gold', 'Multiple Colors', 'Orange', 'Red', 'Silver']"
36572,"['Beige', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
36573,"['Brown', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36574,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36575,"['Brown', 'Gold', 'Grey', 'Pink', 'Purple', 'Silver', 'Yellow']"
36576,"['Beige', 'Brown', 'Grey', 'Multiple Colors', 'Navy', 'Red', 'Transparent', 'Yellow']"
36577,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Transparent']"
36578,"['Beige', 'Brown', 'Grey', 'Multiple Colors', 'Orange', 'Red', 'Silver', 'Yellow']"
36579,"['Beige', 'Black', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36580,"['Beige', 'Brown', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
36581,"['Gold', 'Khaki', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36582,"['Beige', 'Blue', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Yellow']"
36583,"['Brown', 'Burgundy', 'Green', 'Pink', 'Silver', 'Transparent', 'Yellow']"
36584,"['Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36585,"['Beige', 'Gold', 'Khaki', 'Navy', 'Purple', 'Red', 'Transparent', 'White']"
36586,"['Brown', 'Orange', 'Pink', 'Purple', 'Silver']"
36587,"['Green', 'Grey', 'Khaki', 'Orange', 'Pink']"
36588,"['Beige', 'Green', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
36589,"['Black', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Red']"
36590,"['Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
36591,"['Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'Transparent']"
36592,"['Brown', 'Grey', 'Khaki', 'Red', 'Silver', 'White']"
36593,"['Beige', 'Burgundy', 'Gold', 'Orange', 'Silver', 'White', 'Yellow']"
36594,"['Blue', 'Burgundy', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent']"
36595,"['Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'Yellow']"
36596,"['Blue', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink']"
36597,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Transparent']"
36598,"['Multiple Colors', 'Orange', 'Pink', 'Red', 'Transparent']"
36599,"['Beige', 'Black', 'Blue', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
36600,"['Beige', 'Blue', 'Brown', 'Gold', 'Khaki', 'Purple', 'Red', 'White', 'Yellow']"
36601,"['Black', 'Blue', 'Brown', 'Burgundy', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36602,"['Multiple Colors', 'Pink', 'Purple', 'Silver', 'Yellow']"
36603,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Red', 'Silver', 'White', 'Yellow']"
36604,"['Blue', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Purple', 'Silver', 'White', 'Yellow']"
36605,"['Blue', 'Burgundy', 'Navy', 'Orange', 'Pink', 'Red', 'Silver']"
36606,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'White', 'Yellow']"
36607,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Yellow']"
36608,"['Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
36609,"['Black', 'Burgundy', 'Gold', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Transparent', 'Yellow']"
36610,"['Beige', 'Blue', 'Gold', 'Orange', 'Pink', 'Purple', 'Red', 'Yellow']"
36611,"['Black', 'Brown', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
36612,"['Black', 'Brown', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
36613,"['Beige', 'Black', 'Brown', 'Gold', 'Navy', 'Orange', 'Purple', 'Red']"
36614,"['Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent']"
36615,"['Brown', 'Burgundy', 'Gold', 'Green', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver']"
36616,"['Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'White']"
36617,"['Burgundy', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36618,"['Blue', 'Gold', 'Green', 'Grey', 'Red', 'Transparent', 'Yellow']"
36619,"['Black', 'Brown', 'Khaki', 'Red', 'Silver', 'Transparent', 'Yellow']"
36620,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Pink', 'Red', 'Silver', 'White']"
36621,"['Beige', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Purple', 'Red', 'Transparent', 'White']"
36622,"['Blue', 'Brown', 'Burgundy', 'Grey', 'Orange', 'Purple', 'Silver', 'Yellow']"
36623,"['Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36624,"['Gold', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Transparent']"
36625,"['Black', 'Blue', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
36626,"['Brown', 'Green', 'Grey', 'Khaki', 'Purple', 'Silver', 'Yellow']"
36627,"['Black', 'Brown', 'Gold', 'Green', 'Khaki', 'Silver', 'Transparent', 'Yellow']"
36628,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36629,"['Beige', 'Gold', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36630,"['Beige', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
36631,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36632,"['Beige', 'Khaki', 'Navy', 'Orange', 'Silver', 'Yellow']"
36633,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
36634,"['Beige', 'Black', 'Blue', 'Green', 'Grey', 'Orange', 'Pink']"
36635,"['Black', 'Brown', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'Yellow']"
36636,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Transparent', 'White']"
36637,"['Beige', 'Gold', 'Grey', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36638,"['Beige', 'Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Orange', 'Purple', 'Silver', 'Yellow']"
36639,"['Brown', 'Gold', 'Green', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36640,"['Beige', 'Burgundy', 'Gold', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent', 'White']"
36641,"['Blue', 'Gold', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver', 'Yellow']"
36642,"['Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
36643,"['Brown', 'Burgundy', 'Gold', 'Orange', 'Red', 'Yellow']"
36644,"['Brown', 'Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36645,"['Beige', 'Black', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'White', 'Yellow']"
36646,"['Beige', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
36647,"['Beige', 'Blue', 'Burgundy', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver', 'White']"
36648,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'White']"
36649,"['Beige', 'Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36650,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'White']"
36651,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple']"
36652,"['Burgundy', 'Khaki', 'Pink', 'Purple', 'Silver', 'Yellow']"
36653,"['Beige', 'Brown', 'Green', 'Multiple Colors', 'Orange', 'Purple', 'Red']"
36654,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Silver']"
36655,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'White']"
36656,"['Beige', 'Blue', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36657,"['Beige', 'Brown', 'Khaki', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36658,"['Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
36659,"['Brown', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Yellow']"
36660,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Transparent']"
36661,"['Beige', 'Black', 'Blue', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Yellow']"
36662,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red']"
36663,"['Blue', 'Gold', 'Green', 'Grey', 'Orange', 'Red', 'Transparent']"
36664,"['Beige', 'Brown', 'Gold', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
36665,"['Black', 'Blue', 'Burgundy', 'Grey', 'Orange', 'Pink', 'Red', 'Silver']"
36666,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
36667,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Silver', 'White', 'Yellow']"
36668,"['Beige', 'Gold', 'Green', 'Navy', 'Orange', 'Purple', 'Red', 'White']"
36669,"['Black', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36670,"['Beige', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Transparent']"
36671,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Transparent', 'White']"
36672,"['Beige', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red']"
36673,"['Brown', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple']"
36674,"['Gold', 'Khaki', 'Multiple Colors', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36675,"['Brown', 'Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'White', 'Yellow']"
36676,"['Brown', 'Green', 'Pink', 'Red']"
36677,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Pink', 'Red', 'Transparent', 'Yellow']"
36678,"['Beige', 'Green', 'Grey', 'Navy', 'Orange', 'Pink', 'Transparent']"
36679,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Silver', 'Yellow']"
36680,"['Brown', 'Grey', 'Navy', 'Orange', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36681,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
36682,"['Brown', 'Grey', 'Navy', 'Orange', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36683,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
36684,"['Beige', 'Burgundy', 'Gold', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
36685,"['Brown', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36686,"['Brown', 'Gold', 'Grey', 'Khaki', 'Purple', 'Red', 'Yellow']"
36687,"['Beige', 'Gold', 'Grey', 'Khaki', 'Navy', 'Purple', 'Silver', 'Transparent']"
36688,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Green', 'Grey', 'Purple']"
36689,"['Beige', 'Gold', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'White', 'Yellow']"
36690,"['Black', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
36691,"['Brown', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Transparent', 'Yellow']"
36692,"['Gold', 'Grey', 'Pink', 'Purple', 'Red', 'White']"
36693,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Navy', 'Orange', 'Yellow']"
36694,"['Beige', 'Black', 'Blue', 'Gold', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Yellow']"
36695,"['Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36696,"['Beige', 'Blue', 'Gold', 'Grey', 'Purple', 'Transparent', 'Yellow']"
36697,"['Beige', 'Black', 'Burgundy', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent', 'Yellow']"
36698,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36699,"['Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36700,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Purple', 'Red']"
36701,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Orange']"
36702,"['Green', 'Khaki', 'Pink', 'Purple']"
36703,"['Beige', 'Blue', 'Brown', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver']"
36704,"['Black', 'Brown', 'Grey', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36705,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Transparent']"
36706,"['Black', 'Blue', 'Green', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
36707,"['Blue', 'Green', 'Orange', 'Pink', 'Purple', 'Yellow']"
36708,"['Brown', 'Green', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36709,"['Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Yellow']"
36710,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'White']"
36711,"['Beige', 'Black', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Purple', 'Red', 'Silver', 'Transparent']"
36712,"['Black', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36713,"['Beige', 'Black', 'Gold', 'Khaki', 'Orange', 'Purple', 'Red', 'White']"
36714,"['Beige', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Orange', 'Purple', 'Red']"
36715,"['Blue', 'Brown', 'Grey', 'Pink', 'Purple', 'Transparent', 'Yellow']"
36716,"['Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Navy', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
36717,"['Black', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
36718,"['Black', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Transparent', 'White']"
36719,"['Brown', 'Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver', 'Yellow']"
36720,"['Green', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'White', 'Yellow']"
36721,"['Black', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Purple', 'Silver', 'Transparent']"
36722,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver']"
36723,"['Brown', 'Gold', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
36724,"['Blue', 'Grey', 'Multiple Colors', 'Pink']"
36725,"['Black', 'Blue', 'Gold', 'Grey', 'Orange', 'Purple', 'Red']"
36726,"['Brown', 'Burgundy', 'Grey', 'Multiple Colors', 'Orange', 'Red', 'Silver']"
36727,"['Black', 'Brown', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'White']"
36728,"['Beige', 'Black', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
36729,"['Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'White', 'Yellow']"
36730,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36731,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36732,"['Blue', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Red', 'Silver']"
36733,"['Beige', 'Blue', 'Burgundy', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
36734,"['Brown', 'Gold', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36735,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Transparent', 'Yellow']"
36736,"['Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
36737,"['Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36738,"['Beige', 'Black', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36739,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Silver', 'White', 'Yellow']"
36740,"['Blue', 'Brown', 'Gold', 'Green', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36741,"['Brown', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'White', 'Yellow']"
36742,"['Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Yellow']"
36743,"['Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Silver']"
36744,"['Beige', 'Gold', 'Green', 'Pink', 'Red', 'Silver', 'White']"
36745,"['Beige', 'Brown', 'Green', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
36746,"['Brown', 'Burgundy', 'Green', 'Khaki', 'Orange', 'Pink', 'Silver', 'Transparent', 'Yellow']"
36747,"['Beige', 'Black', 'Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver']"
36748,"['Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36749,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Silver']"
36750,"['Grey', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36751,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36752,"['Black', 'Green', 'Khaki', 'Pink', 'Silver', 'Transparent', 'White', 'Yellow']"
36753,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
36754,"['Blue', 'Burgundy', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'Yellow']"
36755,"['Black', 'Blue', 'Burgundy', 'Gold', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'White']"
36756,"['Brown', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Silver']"
36757,"['Beige', 'Gold', 'Green', 'Khaki', 'Navy', 'White']"
36758,"['Beige', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Transparent', 'Yellow']"
36759,"['Beige', 'Blue', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36760,"['Blue', 'Burgundy', 'Gold', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
36761,"['Blue', 'Green', 'Khaki', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36762,"['Beige', 'Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
36763,"['Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36764,"['Beige', 'Grey', 'Navy', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
36765,"['Black', 'Brown', 'Burgundy', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Transparent']"
36766,"['Beige', 'Brown', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36767,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent']"
36768,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Orange', 'Pink', 'Purple', 'Red']"
36769,"['Brown', 'Burgundy', 'Grey', 'Navy', 'Orange', 'Pink', 'Red']"
36770,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Pink', 'Red']"
36771,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Red', 'White', 'Yellow']"
36772,"['Brown', 'Gold', 'Orange', 'Pink', 'Purple', 'Red', 'White', 'Yellow']"
36773,"['Brown', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36774,"['Brown', 'Burgundy', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Red', 'Silver', 'Yellow']"
36775,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Purple', 'Silver', 'White', 'Yellow']"
36776,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Pink', 'Purple', 'Silver', 'Yellow']"
36777,"['Beige', 'Grey', 'Khaki', 'Navy', 'Purple', 'Red', 'Yellow']"
36778,"['Gold', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36779,"['Brown', 'Green', 'Grey', 'Orange', 'Pink', 'Silver', 'Transparent']"
36780,"['Beige', 'Blue', 'Burgundy', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
36781,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Purple', 'Red', 'White']"
36782,"['Gold', 'Green', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
36783,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'White']"
